"EFF_DATE","FACILITY","FAC_NAME","FACILITY_TYPE","ARTCC_OR_FSS_ID","CPDLC","TOWER_HRS","SERVICED_FACILITY","SERVICED_FAC_NAME","SERVICED_SITE_TYPE","LAT_DECIMAL","LONG_DECIMAL","SERVICED_CITY","SERVICED_STATE","SERVICED_COUNTRY","TOWER_OR_COMM_CALL","PRIMARY_APPROACH_RADIO_CALL","FREQ","SECTORIZATION","FREQ_USE","REMARK","File","Action","Mods"
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","120.5","RWY 36L, 36C","KWEEN DP","","2","Deleted",""
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","124.0","RWY 18L, 18R, 18C, 36R","BEAVY DP","","2","Deleted",""
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","124.0","RWY 18L, 18R, 18C, 36R","CHARLOTTE DP","","2","Deleted",""
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","124.0","RWY 18L, 18R, 18C, 36R","ICONS DP","","2","Deleted",""
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","124.0","RWY 18L, 18R, 18C, 36R","KWEEN DP","","2","Deleted",""
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","133.35","RWY 18R/36L","LCL/P","","2","Deleted",""
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","257.2","RWY 36L, 36C","BEAVY DP","","2","Deleted",""
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","257.2","HARAY & PITTY TRANSITION. RWY 36L, 36C","CHARLOTTE DP","","2","Deleted",""
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","257.2","RWY 36L, 36C","ICONS DP","","2","Deleted",""
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","257.2","RWY 36L, 36C","KWEEN DP","","2","Deleted",""
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","307.8","RWY 18R, 18L, 18C, 36R","BEAVY DP","","2","Deleted",""
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","307.8","BUCKL TRANSITION, RWY 18L, 18R, 18C, 36R","CHARLOTTE  DP","","2","Deleted",""
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","307.8","RWY 18R, 18L, 18C, 36R","ICONS DP","","2","Deleted",""
"2026/04/16","CLT","CHARLOTTE/DOUGLAS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","CLT","CHARLOTTE/DOUGLAS INTL","AIRPORT","35.21318694","-80.95137916","CHARLOTTE","NC","US","CHARLOTTE","CHARLOTTE","307.8","RWY 18R, 18L, 18C, 36R","KWEEN DP","","2","Deleted",""
"2026/04/16","COE","COEUR D'ALENE/PAPPY BOYINGTON FLD","NON-ATCT","","","","COE","COEUR D'ALENE/PAPPY BOYINGTON FLD","AIRPORT","47.77430555","-116.81958333","COEUR D'ALENE","ID","US","","","122.8","","CTAF","ACTVT MIRL RWY 02/20, HIRL RWY 06/24, REIL RWYS 02 & 24, & MALSR RWY 06 - CTAF.  PAPI RWYS 02, 20, 06, & 24 OPER CONTINUOUSLY.","1","Modified","FAC_NAME SERVICED_FAC_NAME"
"2026/05/14","COE","COEUR D'ALENE","NON-ATCT","","","","COE","COEUR D'ALENE","AIRPORT","47.77430555","-116.81958333","COEUR D'ALENE","ID","US","","","122.8","","CTAF","ACTVT MIRL RWY 02/20, HIRL RWY 06/24, REIL RWYS 02 & 24, & MALSR RWY 06 - CTAF.  PAPI RWYS 02, 20, 06, & 24 OPER CONTINUOUSLY.","2","Modified","FAC_NAME SERVICED_FAC_NAME"
"2026/04/16","COE","COEUR D'ALENE/PAPPY BOYINGTON FLD","NON-ATCT","","","","COE","COEUR D'ALENE/PAPPY BOYINGTON FLD","AIRPORT","47.77430555","-116.81958333","COEUR D'ALENE","ID","US","","","122.8","","UNICOM","","1","Modified","FAC_NAME SERVICED_FAC_NAME"
"2026/05/14","COE","COEUR D'ALENE","NON-ATCT","","","","COE","COEUR D'ALENE","AIRPORT","47.77430555","-116.81958333","COEUR D'ALENE","ID","US","","","122.8","","UNICOM","","2","Modified","FAC_NAME SERVICED_FAC_NAME"
"2026/04/16","COS","CITY OF COLORADO SPRINGS MUNI","ATCT-TRACON","","","","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","124.0","","APCH/P DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","COS","CITY OF COLORADO SPRINGS MUNI","ATCT-TRACON","","","","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","124.0","","APCH/P DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","COS","CITY OF COLORADO SPRINGS MUNI","ATCT-TRACON","","","","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","257.875","","APCH/P DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","COS","CITY OF COLORADO SPRINGS MUNI","ATCT-TRACON","","","","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","257.875","","APCH/P DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","CZJ","AMASON","NAVAID","","","","CZJ","AMASON","NDB","31.83287663","-94.15378391","CENTER","TX","US","","","341.0","","CZJ NDB","","2","Deleted",""
"2026/04/16","DCY","DAVIESS COUNTY","NON-ATCT","","","","DCY","DAVIESS COUNTY","AIRPORT","38.70076694","-87.13129","WASHINGTON","IN","US","","","122.8","","CTAF","ACTVT REIL RWY 18 & 36; PAPI RWY 18 & 36; MIRL RWY 18/36 - CTAF.","1","Modified","REMARK"
"2026/05/14","DCY","DAVIESS COUNTY","NON-ATCT","","","","DCY","DAVIESS COUNTY","AIRPORT","38.70076694","-87.13129","WASHINGTON","IN","US","","","122.8","","CTAF","ACTVT REIL RWY 36; PAPI RWY 18 & 36; MIRL RWY 18/36 - CTAF.","2","Modified","REMARK"
"2026/04/16","DECATUR","DECATUR","RCAG","ZKC","","","1H2","EFFINGHAM COUNTY RGNL","AIRPORT","39.07044444","-88.53352777","EFFINGHAM","IL","US","","KANSAS CITY ARTCC","124.3","LOW","DECATUR RCAG","APCH/DEP SVC PRVDD BY KANSAS CITY ARTCC ON FREQS 124.3/269.15 (DECATUR RCAG).","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","DECATUR","DECATUR","RCAG","ZKC","","","1H2","EFFINGHAM COUNTY RGNL","AIRPORT","39.07017611","-88.5325475","EFFINGHAM","IL","US","","KANSAS CITY ARTCC","124.3","LOW","DECATUR RCAG","APCH/DEP SVC PRVDD BY KANSAS CITY ARTCC ON FREQS 124.3/269.15 (DECATUR RCAG).","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","DECATUR","DECATUR","RCAG","ZKC","","","1H2","EFFINGHAM COUNTY RGNL","AIRPORT","39.07044444","-88.53352777","EFFINGHAM","IL","US","","KANSAS CITY ARTCC","269.15","LOW","DECATUR RCAG","APCH/DEP SVC PRVDD BY KANSAS CITY ARTCC ON FREQS 124.3/269.15 (DECATUR RCAG).","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","DECATUR","DECATUR","RCAG","ZKC","","","1H2","EFFINGHAM COUNTY RGNL","AIRPORT","39.07017611","-88.5325475","EFFINGHAM","IL","US","","KANSAS CITY ARTCC","269.15","LOW","DECATUR RCAG","APCH/DEP SVC PRVDD BY KANSAS CITY ARTCC ON FREQS 124.3/269.15 (DECATUR RCAG).","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","DSM","DES MOINES INTL","ATCT-TRACON","","","","CCY","NORTHEAST IOWA RGNL","AIRPORT","43.07250375","-92.61080919","CHARLES CITY","IA","US","","DES MOINES","118.9","","APCH/P DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","DSM","DES MOINES INTL","ATCT-TRACON","","","","CCY","NORTHEAST IOWA RGNL","AIRPORT","43.07305833","-92.61044638","CHARLES CITY","IA","US","","DES MOINES","118.9","","APCH/P DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","DSM","DES MOINES INTL","ATCT-TRACON","","","","CCY","NORTHEAST IOWA RGNL","AIRPORT","43.07250375","-92.61080919","CHARLES CITY","IA","US","","DES MOINES","251.15","","APCH/P DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","DSM","DES MOINES INTL","ATCT-TRACON","","","","CCY","NORTHEAST IOWA RGNL","AIRPORT","43.07305833","-92.61044638","CHARLES CITY","IA","US","","DES MOINES","251.15","","APCH/P DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","DTN","SHREVEPORT DOWNTOWN","ATCT","","","","DTN","SHREVEPORT DOWNTOWN","AIRPORT","32.54082166","-93.74383527","SHREVEPORT","LA","US","","","120.225","","CTAF","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","DTN","SHREVEPORT DOWNTOWN","ATCT","","","","DTN","SHREVEPORT DOWNTOWN","AIRPORT","32.54082194","-93.74383583","SHREVEPORT","LA","US","","","120.225","","CTAF","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","DTN","SHREVEPORT DOWNTOWN","ATCT","","","0700-2200","DTN","SHREVEPORT DOWNTOWN","AIRPORT","32.54082166","-93.74383527","SHREVEPORT","LA","US","DOWNTOWN","SHREVEPORT","120.225","","LCL/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","DTN","SHREVEPORT DOWNTOWN","ATCT","","","0700-2200","DTN","SHREVEPORT DOWNTOWN","AIRPORT","32.54082194","-93.74383583","SHREVEPORT","LA","US","DOWNTOWN","SHREVEPORT","120.225","","LCL/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","DTN","SHREVEPORT DOWNTOWN","ATCT","","","0700-2200","DTN","SHREVEPORT DOWNTOWN","AIRPORT","32.54082166","-93.74383527","SHREVEPORT","LA","US","DOWNTOWN","SHREVEPORT","121.65","","CD/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","DTN","SHREVEPORT DOWNTOWN","ATCT","","","0700-2200","DTN","SHREVEPORT DOWNTOWN","AIRPORT","32.54082194","-93.74383583","SHREVEPORT","LA","US","DOWNTOWN","SHREVEPORT","121.65","","CD/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","DTN","SHREVEPORT DOWNTOWN","ATCT","","","0700-2200","DTN","SHREVEPORT DOWNTOWN","AIRPORT","32.54082166","-93.74383527","SHREVEPORT","LA","US","DOWNTOWN","SHREVEPORT","121.65","","GND/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","DTN","SHREVEPORT DOWNTOWN","ATCT","","","0700-2200","DTN","SHREVEPORT DOWNTOWN","AIRPORT","32.54082194","-93.74383583","SHREVEPORT","LA","US","DOWNTOWN","SHREVEPORT","121.65","","GND/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","DTN","SHREVEPORT DOWNTOWN","ATCT","","","","DTN","SHREVEPORT DOWNTOWN","AIRPORT","32.54082166","-93.74383527","SHREVEPORT","LA","US","","","122.95","","UNICOM","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","DTN","SHREVEPORT DOWNTOWN","ATCT","","","","DTN","SHREVEPORT DOWNTOWN","AIRPORT","32.54082194","-93.74383583","SHREVEPORT","LA","US","","","122.95","","UNICOM","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","DTN","SHREVEPORT DOWNTOWN","ATCT","","","0700-2200","DTN","SHREVEPORT DOWNTOWN","AIRPORT","32.54082166","-93.74383527","SHREVEPORT","LA","US","DOWNTOWN","SHREVEPORT","284.6","","LCL/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","DTN","SHREVEPORT DOWNTOWN","ATCT","","","0700-2200","DTN","SHREVEPORT DOWNTOWN","AIRPORT","32.54082194","-93.74383583","SHREVEPORT","LA","US","DOWNTOWN","SHREVEPORT","284.6","","LCL/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","DTN","","ASOS_AWOS","","","","DTN","","ASOS","32.539847","-93.74618677","SHREVEPORT","LA","US","","","118.525","","DTN ASOS","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","DTN","","ASOS_AWOS","","","","DTN","","ASOS","32.53986852","-93.74614744","SHREVEPORT","LA","US","","","118.525","","DTN ASOS","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","DUX","","ASOS_AWOS","","","","DUX","","AWOS-3","35.86080555","-102.00948611","DUMAS","TX","US","","","118.075","","DUX AWOS-3","","2","Deleted",""
"2026/04/16","DYB","SUMMERVILLE","NON-ATCT","","","","DYB","SUMMERVILLE","AIRPORT","33.06227777","-80.28091666","SUMMERVILLE","SC","US","","","123.0","","CTAF","MIRL RWY 06/24 OPER DUSK-2200; AFTER 2200 ACTVT - CTAF.","1","Modified","REMARK"
"2026/05/14","DYB","SUMMERVILLE","NON-ATCT","","","","DYB","SUMMERVILLE","AIRPORT","33.06227777","-80.28091666","SUMMERVILLE","SC","US","","","123.0","","CTAF","MIRL RWY 06/24 OPER DUSK-2200; TO ACTVT AFTER 2200 - CTAF.","2","Modified","REMARK"
"2026/04/16","EAU","CHIPPEWA VALLEY RGNL","ATCT","","","","EAU","CHIPPEWA VALLEY RGNL","AIRPORT","44.86580555","-91.48425","EAU CLAIRE","WI","US","","","122.95","","UNICOM","","2","Deleted",""
"2026/04/16","ELO","","ASOS_AWOS","","","","ELO","","AWOS-3PT","47.82401308","-91.82932058","ELY","MN","US","","","132.025","","ELO AWOS-3PT","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ELO","","ASOS_AWOS","","","","ELO","","AWOS-3PT","47.82386108","-91.833189","ELY","MN","US","","","132.025","","ELO AWOS-3PT","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","END","VANCE AFB","ATCT-RAPCON","","","1300-0200Z++WKD,  1900-2300Z++ SUN ; CLSD SAT & FEDERAL HOL. GND CTL AND CLNC DEL SVC AVBL 15 MIN PRIOR TO AFLD OPENING.  OTHER TIMES BY NOTAM","END","VANCE AFB","AIRPORT","36.33980583","-97.91723944","ENID","OK","US","VANCE","VANCE","388.2","7000 FT TO FL220","APCH/P","","2","Deleted",""
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","108.8","","ATIS","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","108.8","","ATIS","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","118.55","","GND/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","118.55","","GND/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","121.5","","EMERG","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","121.5","","EMERG","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","125.5","","LCL/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","125.5","","LCL/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","138.15","AVBL 24 HRS EXC THANKSGIVING AND XMAS","FLT FLW","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","138.15","AVBL 24 HRS EXC THANKSGIVING AND XMAS","FLT FLW","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","138.75","","OPS","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","138.75","","OPS","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","226.3","","ATIS","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","226.3","","ATIS","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","229.4","","LCL/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","229.4","","LCL/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","239.3","","LCL/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","239.3","","LCL/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","241.0","","LCL/S","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","241.0","","LCL/S","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","243.0","","EMERG","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","243.0","","EMERG","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","253.6","","GND/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","253.6","","GND/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
