"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","REGION_CODE","ADO_CODE","STATE_NAME","COUNTY_NAME","COUNTY_ASSOC_STATE","ARPT_NAME","OWNERSHIP_TYPE_CODE","FACILITY_USE_CODE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","SURVEY_METHOD_CODE","ELEV","ELEV_METHOD_CODE","MAG_VARN","MAG_HEMIS","MAG_VARN_YEAR","TPA","CHART_NAME","DIST_CITY_TO_AIRPORT","DIRECTION_CODE","ACREAGE","RESP_ARTCC_ID","COMPUTER_ID","ARTCC_NAME","FSS_ON_ARPT_FLAG","FSS_ID","FSS_NAME","PHONE_NO","TOLL_FREE_NO","ALT_FSS_ID","ALT_FSS_NAME","ALT_TOLL_FREE_NO","NOTAM_ID","NOTAM_FLAG","ACTIVATION_DATE","ARPT_STATUS","FAR_139_TYPE_CODE","FAR_139_CARRIER_SER_CODE","ARFF_CERT_TYPE_DATE","NASP_CODE","ASP_ANLYS_DTRM_CODE","CUST_FLAG","LNDG_RIGHTS_FLAG","JOINT_USE_FLAG","MIL_LNDG_FLAG","INSPECT_METHOD_CODE","INSPECTOR_CODE","LAST_INSPECTION","LAST_INFO_RESPONSE","FUEL_TYPES","AIRFRAME_REPAIR_SER_CODE","PWR_PLANT_REPAIR_SER","BOTTLED_OXY_TYPE","BULK_OXY_TYPE","LGT_SKED","BCN_LGT_SKED","TWR_TYPE_CODE","SEG_CIRCLE_MKR_FLAG","BCN_LENS_COLOR","LNDG_FEE_FLAG","MEDICAL_USE_FLAG","ARPT_PSN_SOURCE","POSITION_SRC_DATE","ARPT_ELEV_SOURCE","ELEVATION_SRC_DATE","CONTR_FUEL_AVBL","TRNS_STRG_BUOY_FLAG","TRNS_STRG_HGR_FLAG","TRNS_STRG_TIE_FLAG","OTHER_SERVICES","WIND_INDCR_FLAG","ICAO_ID","MIN_OP_NETWORK","USER_FEE_FLAG","CTA","File","Action","Mods"
"2026/04/16","00146.","A","AL","AUO","AUBURN","US","ASO","JAN","ALABAMA","LEE","AL","AUBURN UNIVERSITY RGNL","PU","PU","32","36","54.4","N","32.61511111","85","26","2.4","W","-85.434","E","776.8","S","4","W","2015","","ATLANTA","2","E","423","ZTL","ZCT","ATLANTA","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","AUO","Y","1941/03","O","","","","NGY3","NOT ANALYZED","N","N","N","Y","S","S","2025/03/21","","100LL,A,A+","NONE","NONE","NONE","NONE","SEE RMK","SS-SR","ATCT","Y","WG","N","","3RD PARTY SURVEY","2006/05/22","3RD PARTY SURVEY","2006/05/22","","","N","Y","CHTR,INSTR,RNTL,SALES","Y-L","KAUO","N","","","1","Modified","LAST_INSPECTION"
"2026/05/14","00146.","A","AL","AUO","AUBURN","US","ASO","JAN","ALABAMA","LEE","AL","AUBURN UNIVERSITY RGNL","PU","PU","32","36","54.4","N","32.61511111","85","26","2.4","W","-85.434","E","776.8","S","4","W","2015","","ATLANTA","2","E","423","ZTL","ZCT","ATLANTA","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","AUO","Y","1941/03","O","","","","NGY3","NOT ANALYZED","N","N","N","Y","S","S","2026/03/09","","100LL,A,A+","NONE","NONE","NONE","NONE","SEE RMK","SS-SR","ATCT","Y","WG","N","","3RD PARTY SURVEY","2006/05/22","3RD PARTY SURVEY","2006/05/22","","","N","Y","CHTR,INSTR,RNTL,SALES","Y-L","KAUO","N","","","2","Modified","LAST_INSPECTION"
"2026/04/16","00228.","H","AL","35AL","CITRONELLE","US","ASO","JAN","ALABAMA","MOBILE","AL","SILCOX MEML","PR","PR","31","5","22.55","N","31.08959722","88","14","42.26","W","-88.24507222","E","339","E","","","","","NEW ORLEANS","2","N","","ZHU","ZCH","HOUSTON","","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","","2012/01","O","","","","","CONDL","","","","","2","N","","2022/01/21","","","","","","SS-SR","","NON-ATCT","","","","Y","FAA-EST IMAGERY","2016/01/04","OWNER","2011/09/02","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","00228.","H","AL","35AL","CITRONELLE","US","ASO","JAN","ALABAMA","MOBILE","AL","SILCOX MEML","PR","PR","31","5","22.55","N","31.08959722","88","14","42.26","W","-88.24507222","E","339","E","","","","","NEW ORLEANS","2","N","","ZHU","ZCH","HOUSTON","","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","","2012/01","O","","","","","CONDL","","","","","2","N","","2026/03/20","","","","","","SS-SR","","NON-ATCT","","","","Y","FAA-EST IMAGERY","2016/01/04","OWNER","2011/09/02","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","00239.25","A","AL","9AL6","COLUMBIA","US","ASO","JAN","ALABAMA","HOUSTON","AL","FLYING HOG FARM","PR","PR","31","14","9.9852","N","31.236107","85","8","30.1395","W","-85.14170541","E","241","E","","","","","NEW ORLEANS","4","SSW","","ZJX","ZCJ","JACKSONVILLE","","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","","2024/06","O","","","","","CONDL","","","","","","N","","","","","","","","","","NON-ATCT","","","","","OWNER","2024/06/12","OWNER","2024/06/12","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","00239.25","A","AL","9AL6","COLUMBIA","US","ASO","JAN","ALABAMA","HOUSTON","AL","FLYING HOG FARM","PR","PR","31","14","9.9852","N","31.236107","85","8","30.1395","W","-85.14170541","E","241","E","","","","","NEW ORLEANS","4","SSW","","ZJX","ZCJ","JACKSONVILLE","","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","","2024/06","O","","","","","CONDL","","","","","","N","","2026/04/08","","","","","","","","NON-ATCT","","","","","OWNER","2024/06/12","OWNER","2024/06/12","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","00254.","A","AL","DYA","DEMOPOLIS","US","ASO","JAN","ALABAMA","MARENGO","AL","DEMOPOLIS RGNL","PU","PU","32","27","49.8","N","32.46383333","87","57","14.6","W","-87.95405555","E","111.7","S","2","W","2010","","ATLANTA","6","SW","438","ZME","ZCM","MEMPHIS","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","ANB","Y","1943/10","O","","","","NGY3","NO OBJECTION","N","N","N","Y","S","S","2025/03/27","","100LL,A+","MINOR","MINOR","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","N","WG","N","","3RD PARTY SURVEY","2003/03/20","NACO","2003/03/20","","","Y","Y","INSTR,RNTL","Y-L","KDYA","N","","","1","Modified","LAST_INSPECTION OTHER_SERVICES"
"2026/05/14","00254.","A","AL","DYA","DEMOPOLIS","US","ASO","JAN","ALABAMA","MARENGO","AL","DEMOPOLIS RGNL","PU","PU","32","27","49.8","N","32.46383333","87","57","14.6","W","-87.95405555","E","111.7","S","2","W","2010","","ATLANTA","6","SW","438","ZME","ZCM","MEMPHIS","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","ANB","Y","1943/10","O","","","","NGY3","NO OBJECTION","N","N","N","Y","S","S","2026/02/27","","100LL,A+","MINOR","MINOR","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","N","WG","N","","3RD PARTY SURVEY","2003/03/20","NACO","2003/03/20","","","Y","Y","INSTR,RNTL,SURV","Y-L","KDYA","N","","","2","Modified","LAST_INSPECTION OTHER_SERVICES"
"2026/04/16","00326.","A","AL","67A","FORT DEPOSIT","US","ASO","JAN","ALABAMA","LOWNDES","AL","FORT DEPOSIT-LOWNDES COUNTY","PU","PU","31","58","20.535","N","31.97237083","86","35","29.909","W","-86.59164138","E","490","E","0","E","1985","","NEW ORLEANS","1","SW","55","ZTL","ZCT","ATLANTA","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","ANB","Y","","CI","","","","","NO OBJECTION","","","","","S","S","2018/01/23","","","NONE","NONE","","","SS-SR","SS-SR","NON-ATCT","N","WG","N","","","","","","","","","Y","","N","","N","","","2","Deleted",""
"2026/04/16","00328.","A","AL","2AL5","FORT PAYNE","US","ASO","JAN","ALABAMA","DE KALB","AL","FLYING H RANCH","PR","PR","34","23","34","N","34.39277777","85","39","54","W","-85.665","E","1430","E","1","W","1990","","ATLANTA","5","SE","38","ZTL","ZCT","ATLANTA","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","N","2003/06","O","","","","","CONDL","","","","","2","N","","2025/10/06","","","","","","","SS-SR","NON-ATCT","N","WG","","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","00328.","A","AL","2AL5","FORT PAYNE","US","ASO","JAN","ALABAMA","DE KALB","AL","FLYING H RANCH","PR","PR","34","23","34","N","34.39277777","85","39","54","W","-85.665","E","1430","E","1","W","1990","","ATLANTA","5","SE","38","ZTL","ZCT","ATLANTA","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","N","2003/06","O","","","","","CONDL","","","","","2","N","","2026/04/05","","","","","","","SS-SR","NON-ATCT","N","WG","","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","00359.7","A","AL","JKA","GULF SHORES","US","ASO","JAN","ALABAMA","BALDWIN","AL","GULF SHORES INTL/JACK EDWARDS FLD","PU","PU","30","17","22.7","N","30.28963888","87","40","18.4","W","-87.67177777","E","17.1","S","0","E","2000","","NEW ORLEANS","2","N","838","ZJX","ZCJ","JACKSONVILLE","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","ANB","Y","1978/03","O","I A","S","2023/06","NGPY","CONDL","N","Y","","","S","F","2025/03/12","","100LL,A+","MAJOR","MAJOR","HIGH","HIGH","SEE RMK","SS-SR","ATCT","Y","WG","N","","3RD PARTY SURVEY","2006/04/26","3RD PARTY SURVEY","2006/04/26","","","Y","Y","CARGO,CHTR,INSTR,RNTL,SALES","Y-L","KJKA","N","","","1","Modified","LAST_INSPECTION"
"2026/05/14","00359.7","A","AL","JKA","GULF SHORES","US","ASO","JAN","ALABAMA","BALDWIN","AL","GULF SHORES INTL/JACK EDWARDS FLD","PU","PU","30","17","22.7","N","30.28963888","87","40","18.4","W","-87.67177777","E","17.1","S","0","E","2000","","NEW ORLEANS","2","N","838","ZJX","ZCJ","JACKSONVILLE","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","ANB","Y","1978/03","O","I A","S","2023/06","NGPY","CONDL","N","Y","","","S","F","2026/04/01","","100LL,A+","MAJOR","MAJOR","HIGH","HIGH","SEE RMK","SS-SR","ATCT","Y","WG","N","","3RD PARTY SURVEY","2006/04/26","3RD PARTY SURVEY","2006/04/26","","","Y","Y","CARGO,CHTR,INSTR,RNTL,SALES","Y-L","KJKA","N","","","2","Modified","LAST_INSPECTION"
"2026/04/16","00360.","A","AL","8A1","GUNTERSVILLE","US","ASO","JAN","ALABAMA","MARSHALL","AL","GUNTERSVILLE MUNI/JOE STARNES FLD","PU","PU","34","24","22.2811","N","34.40618919","86","15","39.133","W","-86.26087027","E","614.6","S","4","W","2020","","ATLANTA","3","NE","15","ZME","ZCM","MEMPHIS","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","ANB","Y","1951/11","O","","","","NS1","NO OBJECTION","N","N","N","Y","S","S","2025/05/14","","100LL,A+","MAJOR","MAJOR","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2015/11/22","3RD PARTY SURVEY","2015/11/22","","","","Y","RNTL","Y","","N","","","1","Modified","LAST_INSPECTION"
"2026/05/14","00360.","A","AL","8A1","GUNTERSVILLE","US","ASO","JAN","ALABAMA","MARSHALL","AL","GUNTERSVILLE MUNI/JOE STARNES FLD","PU","PU","34","24","22.2811","N","34.40618919","86","15","39.133","W","-86.26087027","E","614.6","S","4","W","2020","","ATLANTA","3","NE","15","ZME","ZCM","MEMPHIS","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","ANB","Y","1951/11","O","","","","NS1","NO OBJECTION","N","N","N","Y","S","S","2025/09/09","","100LL,A+","MAJOR","MAJOR","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2015/11/22","3RD PARTY SURVEY","2015/11/22","","","","Y","RNTL","Y","","N","","","2","Modified","LAST_INSPECTION"
"2026/04/16","00374.11","H","AL","9AL0","HARTSELLE","US","ASO","JAN","ALABAMA","MORGAN","AL","CULLMAN RGNL MEDICAL CENTER HARTSELLE","PR","PR","34","27","30.16","N","34.45837777","86","56","53.99","W","-86.94833055","E","709","E","","","","","ATLANTA","1","NW","","ZME","ZCM","MEMPHIS","","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","","2023/09","O","","","","","CONDL","","","","","","N","","","","","","","","","","NON-ATCT","","","","Y","OWNER","2024/06/11","OWNER","2024/06/11","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","00374.11","H","AL","9AL0","HARTSELLE","US","ASO","JAN","ALABAMA","MORGAN","AL","CULLMAN RGNL MEDICAL CENTER HARTSELLE","PR","PR","34","27","30.16","N","34.45837777","86","56","53.99","W","-86.94833055","E","709","E","","","","","ATLANTA","1","NW","","ZME","ZCM","MEMPHIS","","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","","2023/09","O","","","","","CONDL","","","","","","N","","2026/03/19","","","","","","","","NON-ATCT","","","","Y","OWNER","2024/06/11","OWNER","2024/06/11","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","00385.43","H","AL","AL72","HUNTSVILLE","US","ASO","JAN","ALABAMA","MADISON","AL","MADISON COUNTY 911 CALL CENTER","PR","PR","34","45","17.4","N","34.75483333","86","40","38.1","W","-86.67725","E","710","E","","","","","ATLANTA","5","WNW","","ZME","ZCM","MEMPHIS","","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","","2023/08","O","","","","","CONDL","","","","","","N","","","","","","","","","","NON-ATCT","","","","","OWNER","2023/08/25","OWNER","2023/08/25","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","00385.43","H","AL","AL72","HUNTSVILLE","US","ASO","JAN","ALABAMA","MADISON","AL","MADISON COUNTY 911 CALL CENTER","PR","PR","34","45","17.4","N","34.75483333","86","40","38.1","W","-86.67725","E","710","E","","","","","ATLANTA","5","WNW","","ZME","ZCM","MEMPHIS","","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","","2023/08","O","","","","","CONDL","","","","","","N","","2026/03/19","","","","","","","","NON-ATCT","","","","","OWNER","2023/08/25","OWNER","2023/08/25","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","00464.5","A","AL","AL89","OPELIKA","US","ASO","JAN","ALABAMA","LEE","AL","SOMMERSET STRIP","PR","PR","32","43","7.473","N","32.7187425","85","22","0.805","W","-85.36689027","E","820","E","1","W","1985","","ATLANTA","5","N","25","ZTL","ZCT","ATLANTA","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","N","1991/06","O","","","","","CONDL","","","","","2","N","","2022/05/10","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","00464.5","A","AL","AL89","OPELIKA","US","ASO","JAN","ALABAMA","LEE","AL","SOMMERSET STRIP","PR","PR","32","43","7.473","N","32.7187425","85","22","0.805","W","-85.36689027","E","820","E","1","W","1985","","ATLANTA","5","N","25","ZTL","ZCT","ATLANTA","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","N","1991/06","O","","","","","CONDL","","","","","2","N","","2026/04/09","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","00464.52","H","AL","AL85","AUBURN","US","ASO","ATL","ALABAMA","LEE","AL","EAMC FREESTANDING EMERG DEPT","PR","PR","32","35","3.39","N","32.584275","85","29","59.59","W","-85.49988611","E","619","E","","","","","ATLANTA","2","SW","0","ZTL","ZCT","ATLANTA","","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","","2021/04","O","","","","","NO OBJECTION","","","","","","N","","","","","","","","","","NON-ATCT","","","","Y","OWNER","2021/03/25","OWNER","2021/03/25","","","","","","Y-L","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","00464.52","H","AL","AL85","AUBURN","US","ASO","ATL","ALABAMA","LEE","AL","EAMC FREESTANDING EMERG DEPT","PR","PR","32","35","3.39","N","32.584275","85","29","59.59","W","-85.49988611","E","619","E","","","","","ATLANTA","2","SW","0","ZTL","ZCT","ATLANTA","","ANB","ANNISTON","","1-800-WX-BRIEF","","","","","","2021/04","O","","","","","NO OBJECTION","","","","","","N","","2026/03/17","","","","","","","","NON-ATCT","","","","Y","OWNER","2021/03/25","OWNER","2021/03/25","","","","","","Y-L","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","00521.01","H","NY","0NY2","STONY POINT","US","AEA","NYC","NEW YORK","ROCKLAND","NY","AMAR","PR","PR","41","13","51.7","N","41.23102777","74","2","50.4","W","-74.04733333","E","507","E","","","","","NEW YORK","2","W","0","ZNY","ZCN","NEW YORK","","ISP","NEW YORK","","1-800-WX-BRIEF","","","","","","2016/04","O","","","","","CONDL","","","","","","N","","2021/11/03","","","","","","SS-SR","","NON-ATCT","N","","","","OWNER","2016/03/07","OWNER","2016/03/07","","","","","","Y-L","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","00521.01","H","NY","0NY2","STONY POINT","US","AEA","NYC","NEW YORK","ROCKLAND","NY","AMAR","PR","PR","41","13","51.7","N","41.23102777","74","2","50.4","W","-74.04733333","E","507","E","","","","","NEW YORK","2","W","0","ZNY","ZCN","NEW YORK","","ISP","NEW YORK","","1-800-WX-BRIEF","","","","","","2016/04","O","","","","","CONDL","","","","","","N","","2026/04/01","","","","","","SS-SR","","NON-ATCT","N","","","","OWNER","2016/03/07","OWNER","2016/03/07","","","","","","Y-L","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","00528.1","A","AL","ASN","TALLADEGA","US","ASO","JAN","ALABAMA","TALLADEGA","AL","TALLADEGA MUNI","PU","PU","33","34","10.215","N","33.56950416","86","3","4.325","W","-86.05120138","E","528.8","S","3","W","2010","","ATLANTA","8","NE","1029","ZTL","ZCT","ATLANTA","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","ANB","Y","1943/10","O","","","","NGPY","NO OBJECTION","N","N","N","Y","F","S","2025/03/11","","100LL,A,A+","MINOR","MINOR","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","FAA","2010/05/21","3RD PARTY SURVEY","2005/12/16","","","N","Y","","Y-L","KASN","N","","","1","Modified","LAST_INSPECTION"
"2026/05/14","00528.1","A","AL","ASN","TALLADEGA","US","ASO","JAN","ALABAMA","TALLADEGA","AL","TALLADEGA MUNI","PU","PU","33","34","10.215","N","33.56950416","86","3","4.325","W","-86.05120138","E","528.8","S","3","W","2010","","ATLANTA","8","NE","1029","ZTL","ZCT","ATLANTA","N","ANB","ANNISTON","","1-800-WX-BRIEF","","","","ANB","Y","1943/10","O","","","","NGPY","NO OBJECTION","N","N","N","Y","F","S","2026/03/03","","100LL,A,A+","MINOR","MINOR","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","FAA","2010/05/21","3RD PARTY SURVEY","2005/12/16","","","N","Y","","Y-L","KASN","N","","","2","Modified","LAST_INSPECTION"
"2026/04/16","00624.02","A","AZ","28AZ","AGUILA","US","AWP","PHX","ARIZONA","MARICOPA","AZ","SAMPLEYS","PR","PR","33","55","22.106","N","33.92280722","113","10","52.692","W","-113.18130333","E","2208","E","13","E","1985","","PHOENIX","1","S","55","ZAB","ZCA","ALBUQUERQUE","N","PRC","PRESCOTT","","1-800-WX-BRIEF","","","","","N","","O","","","","","CONDL","","","","","2","N","","2021/08/27","","","","","","","","NON-ATCT","N","","N","","","","","","","","","Y","","Y","","N","","","1","Modified","MAG_VARN MAG_HEMIS MAG_VARN_YEAR LAST_INFO_RESPONSE"
"2026/05/14","00624.02","A","AZ","28AZ","AGUILA","US","AWP","PHX","ARIZONA","MARICOPA","AZ","SAMPLEYS","PR","PR","33","55","22.106","N","33.92280722","113","10","52.692","W","-113.18130333","E","2208","E","","","","","PHOENIX","1","S","55","ZAB","ZCA","ALBUQUERQUE","N","PRC","PRESCOTT","","1-800-WX-BRIEF","","","","","N","","O","","","","","CONDL","","","","","2","N","","2026/03/24","","","","","","","","NON-ATCT","N","","N","","","","","","","","","Y","","Y","","N","","","2","Modified","MAG_VARN MAG_HEMIS MAG_VARN_YEAR LAST_INFO_RESPONSE"
"2026/04/16","00636.","A","AZ","62AZ","BOUSE","US","AWP","PHX","ARIZONA","LA PAZ","AZ","JALAPENO RANCH","PR","PR","33","51","36.21","N","33.86005833","113","55","47.32","W","-113.92981111","E","1090","E","11","E","2000","","PHOENIX","7","SSE","56","ZAB","ZCA","ALBUQUERQUE","","PRC","PRESCOTT","","1-800-WX-BRIEF","","","","","","2013/03","O","","","","","CONDL","","","","","2","N","","2020/03/06","","","","","","","","NON-ATCT","","","","","OWNER","2016/08/18","OWNER","2016/08/18","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","00636.","A","AZ","62AZ","BOUSE","US","AWP","PHX","ARIZONA","LA PAZ","AZ","JALAPENO RANCH","PR","PR","33","51","36.21","N","33.86005833","113","55","47.32","W","-113.92981111","E","1090","E","11","E","2000","","PHOENIX","7","SSE","56","ZAB","ZCA","ALBUQUERQUE","","PRC","PRESCOTT","","1-800-WX-BRIEF","","","","","","2013/03","O","","","","","CONDL","","","","","2","N","","2026/03/23","","","","","","","","NON-ATCT","","","","","OWNER","2016/08/18","OWNER","2016/08/18","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","00640.49","H","AZ","22AZ","BULLHEAD CITY","US","AWP","PHX","ARIZONA","MOHAVE","AZ","WESTERN ARIZONA RGNL MEDICAL CENTER","PR","PR","35","6","40.89","N","35.11135833","114","33","15.45","W","-114.55429166","E","925","E","","","","","PHOENIX","2","SSE","","ZLA","ZCL","LOS ANGELES","","PRC","PRESCOTT","","1-800-WX-BRIEF","","","","","","2001/07","O","","","","","CONDL","","","","","2","N","","2021/08/03","","","","","","SEE RMK","","NON-ATCT","N","","","Y","FAA-EST IMAGERY","2015/01/13","OWNER","","","","","","","Y-L","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","00640.49","H","AZ","22AZ","BULLHEAD CITY","US","AWP","PHX","ARIZONA","MOHAVE","AZ","WESTERN ARIZONA RGNL MEDICAL CENTER","PR","PR","35","6","40.89","N","35.11135833","114","33","15.45","W","-114.55429166","E","925","E","","","","","PHOENIX","2","SSE","","ZLA","ZCL","LOS ANGELES","","PRC","PRESCOTT","","1-800-WX-BRIEF","","","","","","2001/07","O","","","","","CONDL","","","","","2","N","","2026/03/25","","","","","","SEE RMK","","NON-ATCT","N","","","Y","FAA-EST IMAGERY","2015/01/13","OWNER","","","","","","","Y-L","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","00640.53","A","AZ","0AZ9","BULLHEAD CITY","US","AWP","PHX","ARIZONA","MOHAVE","AZ","EAGLE AIRPARK","PR","PR","34","53","17.455","N","34.88818194","114","36","59.9","W","-114.61663888","E","472.9","E","","","","","PHOENIX","12","S","40","ZLA","ZCL","LOS ANGELES","","PRC","PRESCOTT","","1-800-WX-BRIEF","","","","","N","1993/04","O","","","","","CONDL","","","","","S","C","2025/04/25","1992/10/01","","","","","","","","NON-ATCT","N","","N","","ADO","2025/03/03","ADO","2025/03/03","","","Y","Y","AGRI,INSTR","Y-L","","N","","","1","Modified","ELEV"
"2026/05/14","00640.53","A","AZ","0AZ9","BULLHEAD CITY","US","AWP","PHX","ARIZONA","MOHAVE","AZ","EAGLE AIRPARK","PR","PR","34","53","17.455","N","34.88818194","114","36","59.9","W","-114.61663888","E","476.7","E","","","","","PHOENIX","12","S","40","ZLA","ZCL","LOS ANGELES","","PRC","PRESCOTT","","1-800-WX-BRIEF","","","","","N","1993/04","O","","","","","CONDL","","","","","S","C","2025/04/25","1992/10/01","","","","","","","","NON-ATCT","N","","N","","ADO","2025/03/03","ADO","2025/03/03","","","Y","Y","AGRI,INSTR","Y-L","","N","","","2","Modified","ELEV"
"2026/04/16","00642.71","A","AZ","19AZ","CAMP VERDE","US","AWP","PHX","ARIZONA","YAVAPAI","AZ","MONTEZUMA","PR","PR","34","36","18.085","N","34.60502361","111","51","54.546","W","-111.86515166","E","3370","E","13","E","1985","","PHOENIX","3","N","","ZAB","ZCA","ALBUQUERQUE","N","PRC","PRESCOTT","","1-800-WX-BRIEF","","","","","N","","O","","","","","NOT ANALYZED","","","","","2","N","","2022/01/16","","","","","","SEE RMK","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","1","Modified","MAG_VARN MAG_HEMIS MAG_VARN_YEAR LAST_INFO_RESPONSE"
"2026/05/14","00642.71","A","AZ","19AZ","CAMP VERDE","US","AWP","PHX","ARIZONA","YAVAPAI","AZ","MONTEZUMA","PR","PR","34","36","18.085","N","34.60502361","111","51","54.546","W","-111.86515166","E","3370","E","","","","","PHOENIX","3","N","","ZAB","ZCA","ALBUQUERQUE","N","PRC","PRESCOTT","","1-800-WX-BRIEF","","","","","N","","O","","","","","NOT ANALYZED","","","","","2","N","","2026/04/02","","","","","","SEE RMK","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","2","Modified","MAG_VARN MAG_HEMIS MAG_VARN_YEAR LAST_INFO_RESPONSE"
"2026/04/16","00702.07","H","AZ","AZ69","GREEN VALLEY","US","AWP","PHX","ARIZONA","PIMA","AZ","SANTA CRUZ VALLEY RGNL HOSPITAL","PR","PR","31","48","26","N","31.80722222","111","0","34","W","-111.00944444","E","2970","S","13","E","1985","","PHOENIX","3","S","","ZAB","ZCA","ALBUQUERQUE","","PRC","PRESCOTT","","1-800-WX-BRIEF","","","","","","2016/01","O","","","","","CONDL","","","","","","N","","2020/06/25","","","","","","SEE RMK","SS-SR","NON-ATCT","","WGY","","Y","STATE","2008/11/30","STATE","2008/11/30","","","","","","Y-L","","N","","","1","Modified","ARPT_NAME MAG_VARN MAG_HEMIS MAG_VARN_YEAR LAST_INFO_RESPONSE"
"2026/05/14","00702.07","H","AZ","AZ69","GREEN VALLEY","US","AWP","PHX","ARIZONA","PIMA","AZ","NW MED CTR SAHUARITA","PR","PR","31","48","26","N","31.80722222","111","0","34","W","-111.00944444","E","2970","S","","","","","PHOENIX","3","S","","ZAB","ZCA","ALBUQUERQUE","","PRC","PRESCOTT","","1-800-WX-BRIEF","","","","","","2016/01","O","","","","","CONDL","","","","","","N","","2026/03/20","","","","","","SEE RMK","SS-SR","NON-ATCT","","WGY","","Y","STATE","2008/11/30","STATE","2008/11/30","","","","","","Y-L","","N","","","2","Modified","ARPT_NAME MAG_VARN MAG_HEMIS MAG_VARN_YEAR LAST_INFO_RESPONSE"
