"EFF_DATE","ROUTE_TYPE_CODE","ROUTE_ID","ARTCC","SOP_SEQ_NO","SOP_TEXT","File","Action","Mods"
"2026/05/14","VR","1087","ZMA","65","R-2901.","2","Modified","SOP_TEXT"
"2026/03/19","VR","1087","ZMA","70","(6)   OBSTRUCTION/HAZARD/NOISE SENSITIVE BRIEFING SHALL BE","1","Modified","SOP_TEXT"
"2026/05/14","VR","1087","ZMA","70","(7) OBSTRUCTION/HAZARD/NOISE SENSITIVE BRIEFING SHALL BE","2","Modified","SOP_TEXT"
"2026/03/19","VR","1087","ZMA","75","        OBTAINED AT TIME OF SCHEDULING.","1","Modified","SOP_TEXT"
"2026/05/14","VR","1087","ZMA","75","OBTAINED AT TIME OF SCHEDULING.","2","Modified","SOP_TEXT"
"2026/03/19","VR","1087","ZMA","80","(7)   AVOID OVERFLIGHT OF HENDRY CORRECTIONAL COMPLEX AT N26-19","1","Modified","SOP_TEXT"
"2026/05/14","VR","1087","ZMA","80","(8) AVOID OVERFLIGHT OF HENDRY CORRECTIONAL COMPLEX AT N26-19","2","Modified","SOP_TEXT"
"2026/03/19","VR","1087","ZMA","85","        W81-16 BY 1 NM OR 1500' AGL.","1","Modified","SOP_TEXT"
"2026/05/14","VR","1087","ZMA","85","W81-16 BY 1 NM OR 1500' AGL.","2","Modified","SOP_TEXT"
"2026/03/19","VR","1087","ZMA","90","(8)   CAUTION; UNCHARTED GRASS AIRSTRIPS LOCATED AT N26-20","1","Modified","SOP_TEXT"
"2026/05/14","VR","1087","ZMA","90","(9) CAUTION; UNCHARTED GRASS AIRSTRIPS LOCATED AT N26-20","2","Modified","SOP_TEXT"
"2026/03/19","VR","1087","ZMA","95","        W81-19.2; N26-20.9 W81-26.5.","1","Modified","SOP_TEXT"
"2026/05/14","VR","1087","ZMA","95","W81-19.2; N26-20.9 W81-26.5.","2","Modified","SOP_TEXT"
"2026/03/19","VR","1087","ZMA","100","(9)   CAUTION; UNCHARTED 200' MSL TOWER LOCATED AT N26-17.3","1","Modified","SOP_TEXT"
"2026/05/14","VR","1087","ZMA","100","(10) CAUTION; UNCHARTED 200' MSL TOWER LOCATED AT N26-17.3","2","Modified","SOP_TEXT"
"2026/03/19","VR","1087","ZMA","105","        W81-20.2; 150' MSL MICROWAVE TOWER LOCATED AT N26-18.4","1","Modified","SOP_TEXT"
"2026/05/14","VR","1087","ZMA","105","W81-20.2; 150' MSL MICROWAVE TOWER LOCATED AT N26-18.4","2","Modified","SOP_TEXT"
"2026/03/19","VR","1087","ZMA","110","        W81-16.8; 250' MSL TOWER LOCATED N26-27.5 W81-04.5; 315'","1","Modified","SOP_TEXT"
"2026/05/14","VR","1087","ZMA","110","W81-16.8; 250' MSL TOWER LOCATED N26-27.5 W81-04.5; 315'","2","Modified","SOP_TEXT"
"2026/03/19","VR","1087","ZMA","115","        MSL MICROWAVE TOWER LOCATED AT N26-37.7 W80-55.2; 300'","1","Modified","SOP_TEXT"
"2026/05/14","VR","1087","ZMA","115","MSL MICROWAVE TOWER LOCATED AT N26-37.7 W80-55.2; 300'","2","Modified","SOP_TEXT"
