navId,navType,sourceRowId,name,city,stateCode,countryCode,regionCode,lat,lon,freq,chan,navStatus,nasUseFlag,publicUseFlag,highAltArtccId,lowAltArtccId,legacyNavIdTypeKey,currentPointKey
IK,NDB,761,LUKOW,KANKAKEE,IL,US,AGL,41.01782488,-87.90376841,272,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:IK:NDB,POINT:NAVAID:IK:NDB:US:IL:KANKAKEE
IKK,DME,762,KANKAKEE,KANKAKEE,IL,US,AGL,41.0743785,-87.85016341,111.6,53X,OPERATIONAL IFR,Y,Y,ZAU,ZAU,POINT:NAVAID:IKK:DME,POINT:NAVAID:IKK:DME:US:IL:KANKAKEE
IL,NDB,763,IRESH,KILLEEN,TX,US,ASW,31.02409525,-97.70812358,278,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:IL:NDB,POINT:NAVAID:IL:NDB:US:TX:KILLEEN
IL,NDB,764,HADIN,"WILMINGTON, DE",DE,US,AEA,39.58126152,-75.61394222,248,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:IL:NDB,POINT:NAVAID:IL:NDB:US:DE:WILMINGTON__DE
IL,NDB,765,AIRLI,"WILMINGTON, NC",NC,US,ASO,34.19136627,-77.86631266,281,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:IL:NDB,POINT:NAVAID:IL:NDB:US:NC:WILMINGTON__NC
IL,NDB,766,AIRBO,"WILMINGTON, OH",OH,US,AGL,39.49303261,-83.73818113,407,,OPERATIONAL IFR,Y,Y,ZID,ZID,POINT:NAVAID:IL:NDB,POINT:NAVAID:IL:NDB:US:OH:WILMINGTON__OH
ILA,VORTAC,767,WILLIAMS,WILLIAMS,CA,US,AWP,39.07117363,-122.02726975,114.4,91X,OPERATIONAL IFR,Y,Y,ZOA,ZOA,POINT:NAVAID:ILA:VORTAC,POINT:NAVAID:ILA:VORTAC:US:CA:WILLIAMS
ILC,VORTAC,768,WILSON CREEK,WILSON CREEK,NV,US,AWP,38.25019277,-114.39422638,116.3,110X,OPERATIONAL IFR,Y,Y,ZLC,ZLC,POINT:NAVAID:ILC:VORTAC,POINT:NAVAID:ILC:VORTAC:US:NV:WILSON_CREEK
ILI,NDB/DME,769,ILIAMNA,ILIAMNA,AK,US,AAL,59.74807711,-154.90963925,411,91X,OPERATIONAL RESTRICTED,Y,Y,ZAN,ZAN,POINT:NAVAID:ILI:NDB/DME,POINT:NAVAID:ILI:NDB/DME:US:AK:ILIAMNA
ILM,VORTAC,770,WILMINGTON,WILMINGTON,NC,US,ASO,34.35164822,-77.87438038,117,117X,OPERATIONAL RESTRICTED,Y,Y,ZDC,ZDC,POINT:NAVAID:ILM:VORTAC,POINT:NAVAID:ILM:VORTAC:US:NC:WILMINGTON
ILR,VOR/DME,771,WILDHORSE,BURNS,OR,US,ANM,43.59312258,-118.95504925,114.55,92Y,OPERATIONAL RESTRICTED,Y,Y,ZLC,ZLC,POINT:NAVAID:ILR:VOR/DME,POINT:NAVAID:ILR:VOR/DME:US:OR:BURNS
IM,NDB,772,KEANS,ASHEVILLE,NC,US,ASO,35.53286558,-82.58744038,357,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:IM:NDB,POINT:NAVAID:IM:NDB:US:NC:ASHEVILLE
IMB,VOR/DME,773,KIMBERLY,KIMBERLY,OR,US,ANM,44.64839166,-119.71163138,115.6,103X,OPERATIONAL RESTRICTED,Y,Y,ZSE,ZSE,POINT:NAVAID:IMB:VOR/DME,POINT:NAVAID:IMB:VOR/DME:US:OR:KIMBERLY
IMP,NDB,774,MARATHON,MARATHON,TX,US,ASW,30.26405527,-103.23711944,388,,OPERATIONAL VFR ONLY,Y,Y,ZAB,ZAB,POINT:NAVAID:IMP:NDB,POINT:NAVAID:IMP:NDB:US:TX:MARATHON
IMT,DME,775,IRON MOUNTAIN,IRON MOUNTAIN KINGSFORD,MI,US,AGL,45.81604369,-88.11213636,115.35,100Y,OPERATIONAL RESTRICTED,Y,Y,ZMP,ZMP,POINT:NAVAID:IMT:DME,POINT:NAVAID:IMT:DME:US:MI:IRON_MOUNTAIN_KINGSFORD
IND,VOT,776,INDIANAPOLIS INTL,INDIANAPOLIS,IN,US,AGL,39.73254444,-86.30804722,109.6,,OPERATIONAL IFR,N,Y,,,POINT:NAVAID:IND:VOT,POINT:NAVAID:IND:VOT:US:IN:INDIANAPOLIS
INK,VORTAC,777,WINK,WINK,TX,US,ASW,31.87476336,-103.24377722,112.1,58X,OPERATIONAL RESTRICTED,Y,Y,ZFW,ZFW,POINT:NAVAID:INK:VORTAC,POINT:NAVAID:INK:VORTAC:US:TX:WINK
INL,VOR/DME,778,INTERNATIONAL FALLS,INTERNATIONAL FALLS,MN,US,AGL,48.56579833,-93.40567777,114.95,96Y,OPERATIONAL RESTRICTED,Y,Y,ZMP,ZMP,POINT:NAVAID:INL:VOR/DME,POINT:NAVAID:INL:VOR/DME:US:MN:INTERNATIONAL_FALLS
INS,TACAN,779,INDIAN SPRINGS,INDIAN SPRINGS,NV,US,AWP,36.58499761,-115.6703313,114,87X,OPERATIONAL RESTRICTED,Y,Y,ZLA,ZLA,POINT:NAVAID:INS:TACAN,POINT:NAVAID:INS:TACAN:US:NV:INDIAN_SPRINGS
INW,VORTAC,780,WINSLOW,WINSLOW,AZ,US,AWP,35.06159977,-110.79501961,112.6,73X,OPERATIONAL RESTRICTED,Y,Y,ZAB,ZAB,POINT:NAVAID:INW:VORTAC,POINT:NAVAID:INW:VORTAC:US:AZ:WINSLOW
IOW,VOR/DME,781,IOWA CITY,IOWA CITY,IA,US,ACE,41.51896019,-91.61325252,116.2,109X,OPERATIONAL IFR,Y,Y,ZAU,ZAU,POINT:NAVAID:IOW:VOR/DME,POINT:NAVAID:IOW:VOR/DME:US:IA:IOWA_CITY
IPL,VORTAC,782,IMPERIAL,IMPERIAL,CA,US,AWP,32.74886661,-115.50858202,115.9,106X,OPERATIONAL RESTRICTED,Y,Y,ZLA,ZLA,POINT:NAVAID:IPL:VORTAC,POINT:NAVAID:IPL:VORTAC:US:CA:IMPERIAL
IRK,VORTAC,783,KIRKSVILLE,KIRKSVILLE,MO,US,ACE,40.13501772,-92.59171463,114.6,93X,OPERATIONAL IFR,Y,Y,ZKC,ZKC,POINT:NAVAID:IRK:VORTAC,POINT:NAVAID:IRK:VORTAC:US:MO:KIRKSVILLE
IRQ,VORTAC,784,COLLIERS,COLLIERS,SC,US,ASO,33.70735333,-82.16206444,113.9,86X,OPERATIONAL IFR,Y,Y,ZTL,ZTL,POINT:NAVAID:IRQ:VORTAC,POINT:NAVAID:IRQ:VORTAC:US:SC:COLLIERS
IRS,NDB,785,STURGIS,STURGIS,MI,US,AGL,41.8131435,-85.43378513,382,,OPERATIONAL IFR,Y,Y,ZAU,ZAU,POINT:NAVAID:IRS:NDB,POINT:NAVAID:IRS:NDB:US:MI:STURGIS
IRW,VORTAC,786,WILL ROGERS,OKLAHOMA CITY,OK,US,ASW,35.35859655,-97.60922822,114.1,88X,OPERATIONAL IFR,Y,Y,ZFW,ZFW,POINT:NAVAID:IRW:VORTAC,POINT:NAVAID:IRW:VORTAC:US:OK:OKLAHOMA_CITY
IS,NDB,787,LOKKS,NEW YORK,NY,US,AEA,40.72902211,-73.19023211,366,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:IS:NDB,POINT:NAVAID:IS:NDB:US:NY:NEW_YORK
ISN,VOR/DME,788,WILLISTON,WILLISTON,ND,US,AGL,48.25341347,-103.75066063,116.3,110X,OPERATIONAL IFR,Y,Y,ZLC,ZLC,POINT:NAVAID:ISN:VOR/DME,POINT:NAVAID:ISN:VOR/DME:US:ND:WILLISTON
ISO,VORTAC,789,KINSTON,KINSTON,NC,US,ASO,35.37094752,-77.55831522,117.5,122X,OPERATIONAL RESTRICTED,Y,Y,ZDC,ZDC,POINT:NAVAID:ISO:VORTAC,POINT:NAVAID:ISO:VORTAC:US:NC:KINSTON
ISP,VOT,790,LONG ISLAND MAC ARTHUR,NEW YORK,NY,US,AEA,40.78951266,-73.10241066,109.4,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:ISP:VOT,POINT:NAVAID:ISP:VOT:US:NY:NEW_YORK
ISQ,DME,791,SCHOOLCRAFT COUNTY,MANISTIQUE,MI,US,AGL,45.97633505,-86.1734363,114.85,95Y,OPERATIONAL RESTRICTED,Y,Y,ZMP,ZMP,POINT:NAVAID:ISQ:DME,POINT:NAVAID:ISQ:DME:US:MI:MANISTIQUE
ITH,DME,792,ITHACA,ITHACA,NY,US,AEA,42.49502661,-76.45972688,111.8,55X,OPERATIONAL RESTRICTED,Y,Y,ZNY,ZNY,POINT:NAVAID:ITH:DME,POINT:NAVAID:ITH:DME:US:NY:ITHACA
ITO,VORTAC,793,HILO,HILO,HI,US,AWP,19.72135055,-155.01095416,116.9,116X,OPERATIONAL IFR,Y,Y,ZHN,ZHN,POINT:NAVAID:ITO:VORTAC,POINT:NAVAID:ITO:VORTAC:US:HI:HILO
ITR,NDB,794,KIT CARSON,BURLINGTON,CO,US,ANM,39.24624672,-102.28384516,209,,OPERATIONAL IFR,Y,Y,ZDV,ZDV,POINT:NAVAID:ITR:NDB,POINT:NAVAID:ITR:NDB:US:CO:BURLINGTON
IWA,VORTAC,795,WILLIE,PHOENIX,AZ,US,AWP,33.30316938,-111.65143538,113.3,80X,OPERATIONAL RESTRICTED,Y,Y,ZAB,ZAB,POINT:NAVAID:IWA:VORTAC,POINT:NAVAID:IWA:VORTAC:US:AZ:PHOENIX
IWD,VOR/DME,796,IRONWOOD,IRONWOOD,MI,US,AGL,46.53225625,-90.12585019,108.8,25X,OPERATIONAL RESTRICTED,Y,Y,ZMP,ZMP,POINT:NAVAID:IWD:VOR/DME,POINT:NAVAID:IWD:VOR/DME:US:MI:IRONWOOD
JA,NDB,797,DINNS,JACKSONVILLE,FL,US,ASO,30.46504247,-81.80164788,344,,OPERATIONAL IFR,Y,Y,ZJX,ZJX,POINT:NAVAID:JA:NDB,POINT:NAVAID:JA:NDB:US:FL:JACKSONVILLE
JAC,VOR/DME,798,JACKSON,JACKSON,WY,US,ANM,43.6210375,-110.73168527,115.4,101X,OPERATIONAL RESTRICTED,Y,Y,ZLC,ZLC,POINT:NAVAID:JAC:VOR/DME,POINT:NAVAID:JAC:VOR/DME:US:WY:JACKSON
JAN,VOT,799,JACKSON,JACKSON,MS,US,ASO,32.31042222,-90.06536388,111,,OPERATIONAL IFR,N,Y,,,POINT:NAVAID:JAN:VOT,POINT:NAVAID:JAN:VOT:US:MS:JACKSON
JB,NDB,800,JIGEL,LUMBERTON,NC,US,ASO,34.54581938,-79.13851352,384,,OPERATIONAL IFR,Y,Y,ZDC,ZDC,POINT:NAVAID:JB:NDB,POINT:NAVAID:JB:NDB:US:NC:LUMBERTON
JBR,VOR/DME,801,JONESBORO,JONESBORO,AR,US,ASW,35.87491591,-90.58850372,115.85,105Y,OPERATIONAL RESTRICTED,Y,Y,ZME,ZME,POINT:NAVAID:JBR:VOR/DME,POINT:NAVAID:JBR:VOR/DME:US:AR:JONESBORO
JCT,VORTAC,802,JUNCTION,JUNCTION,TX,US,ASW,30.59802113,-99.817481,116,107X,OPERATIONAL RESTRICTED,Y,Y,ZHU,ZHU,POINT:NAVAID:JCT:VORTAC,POINT:NAVAID:JCT:VORTAC:US:TX:JUNCTION
JD,NDB,803,GOOEY,BELLEVILLE,IL,US,AGL,38.47800425,-89.73796352,385,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:JD:NDB,POINT:NAVAID:JD:NDB:US:IL:BELLEVILLE
JE,NDB,804,ALGOA,JEFFERSON CITY,MO,US,ACE,38.54804769,-92.07164891,397,,OPERATIONAL IFR,Y,Y,ZKC,ZKC,POINT:NAVAID:JE:NDB,POINT:NAVAID:JE:NDB:US:MO:JEFFERSON_CITY
JEF,VOT,805,JEFFERSON CITY,JEFFERSON CITY,MO,US,ACE,38.59669444,-92.16746666,112,,OPERATIONAL RESTRICTED,Y,Y,,,POINT:NAVAID:JEF:VOT,POINT:NAVAID:JEF:VOT:US:MO:JEFFERSON_CITY
JEN,TACAN,806,GLEN ROSE,GLEN ROSE,TX,US,ASW,32.15958888,-97.87768055,115,97X,OPERATIONAL IFR,Y,Y,ZFW,ZFW,POINT:NAVAID:JEN:TACAN,POINT:NAVAID:JEN:TACAN:US:TX:GLEN_ROSE
JFK,VOR/DME,807,KENNEDY,NEW YORK,NY,US,AEA,40.63288377,-73.77139175,115.9,106X,OPERATIONAL RESTRICTED,Y,Y,,ZNY,POINT:NAVAID:JFK:VOR/DME,POINT:NAVAID:JFK:VOR/DME:US:NY:NEW_YORK
JFN,DME,808,JEFFERSON,JEFFERSON,OH,US,AGL,41.76011711,-80.74811116,115.2,99X,OPERATIONAL RESTRICTED,Y,Y,ZOB,ZOB,POINT:NAVAID:JFN:DME,POINT:NAVAID:JFN:DME:US:OH:JEFFERSON
JH,NDB,809,BRENZ,JACKSON,MS,US,ASO,32.41304811,-90.26137886,260,,OPERATIONAL IFR,Y,Y,ZME,ZME,POINT:NAVAID:JH:NDB,POINT:NAVAID:JH:NDB:US:MS:JACKSON
JHW,VOR/DME,810,JAMESTOWN,JAMESTOWN,NY,US,AEA,42.18860694,-79.12130763,114.7,94X,OPERATIONAL RESTRICTED,Y,Y,ZOB,ZOB,POINT:NAVAID:JHW:VOR/DME,POINT:NAVAID:JHW:VOR/DME:US:NY:JAMESTOWN
JJH,NDB,811,JOHNSTOWN,JOHNSTOWN,NY,US,AEA,42.9994183,-74.33143833,523,,OPERATIONAL IFR,Y,Y,ZBW,ZBW,POINT:NAVAID:JJH:NDB,POINT:NAVAID:JJH:NDB:US:NY:JOHNSTOWN
JL,NDB,812,LUNNS,JOPLIN,MO,US,ACE,37.20306577,-94.55856716,344,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:JL:NDB,POINT:NAVAID:JL:NDB:US:MO:JOPLIN
JLI,VORTAC,813,JULIAN,JULIAN,CA,US,AWP,33.14045861,-116.58593472,113.75,84Y,OPERATIONAL RESTRICTED,Y,Y,ZLA,ZLA,POINT:NAVAID:JLI:VORTAC,POINT:NAVAID:JLI:VORTAC:US:CA:JULIAN
JMS,VOR/DME,814,JAMESTOWN,JAMESTOWN,ND,US,AGL,46.93287163,-98.67876963,114.5,92X,OPERATIONAL RESTRICTED,Y,Y,ZMP,ZMP,POINT:NAVAID:JMS:VOR/DME,POINT:NAVAID:JMS:VOR/DME:US:ND:JAMESTOWN
JN,NDB,815,BALLL,MUNCIE,IN,US,AGL,40.18092288,-85.32098216,365,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:JN:NDB,POINT:NAVAID:JN:NDB:US:IN:MUNCIE
JN,NDB,816,JURLY,SMITHFIELD,NC,US,ASO,35.47499913,-78.42528563,263,,OPERATIONAL RESTRICTED,Y,Y,ZDC,ZDC,POINT:NAVAID:JN:NDB,POINT:NAVAID:JN:NDB:US:NC:SMITHFIELD
JNC,VOR/DME,817,GRAND JUNCTION,GRAND JUNCTION,CO,US,ANM,39.05956555,-108.79257388,112.4,71X,OPERATIONAL RESTRICTED,Y,Y,ZDV,ZDV,POINT:NAVAID:JNC:VOR/DME,POINT:NAVAID:JNC:VOR/DME:US:CO:GRAND_JUNCTION
JNU,VOT,818,JUNEAU,JUNEAU,AK,US,AAL,58.35914722,-134.63325277,111,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:JNU:VOT,POINT:NAVAID:JNU:VOT:US:AK:JUNEAU
JOH,VOR/DME,819,JOHNSTONE POINT,JOHNSTONE POINT,AK,US,AAL,60.48095222,-146.59933527,116.7,114X,OPERATIONAL RESTRICTED,Y,Y,ZAN,ZAN,POINT:NAVAID:JOH:VOR/DME,POINT:NAVAID:JOH:VOR/DME:US:AK:JOHNSTONE_POINT
JOT,VOR/DME,820,JOLIET,JOLIET,IL,US,AGL,41.54641852,-88.31841055,112.3,70X,OPERATIONAL RESTRICTED,Y,Y,ZAU,ZAU,POINT:NAVAID:JOT:VOR/DME,POINT:NAVAID:JOT:VOR/DME:US:IL:JOLIET
JPU,VOR/DME,821,PARKERSBURG,PARKERSBURG,WV,US,AEA,39.44118036,-81.37476047,114.45,91Y,OPERATIONAL IFR,Y,Y,ZID,ZID,POINT:NAVAID:JPU:VOR/DME,POINT:NAVAID:JPU:VOR/DME:US:WV:PARKERSBURG
JRV,TACAN,822,JOSE APONTE DE LA TORRE,CEIBA,PR,US,ASO,18.24868333,-65.6427,134.4,1X,OPERATIONAL IFR,N,N,ZSU,ZSU,POINT:NAVAID:JRV:TACAN,POINT:NAVAID:JRV:TACAN:US:PR:CEIBA
JST,VOR/DME,823,JOHNSTOWN,JOHNSTOWN,PA,US,AEA,40.31672561,-78.8341665,113,77X,OPERATIONAL RESTRICTED,Y,Y,ZOB,ZOB,POINT:NAVAID:JST:VOR/DME,POINT:NAVAID:JST:VOR/DME:US:PA:JOHNSTOWN
JVL,VOR/DME,824,JANESVILLE,JANESVILLE,WI,US,AGL,42.55800813,-89.10525736,114.3,90X,OPERATIONAL RESTRICTED,Y,Y,ZAU,ZAU,POINT:NAVAID:JVL:VOR/DME,POINT:NAVAID:JVL:VOR/DME:US:WI:JANESVILLE
JWJ,DME,825,ELMWOOD,MARSHALLTOWN,IA,US,ACE,42.111293,-92.90874602,109.4,31X,OPERATIONAL IFR,Y,Y,ZAU,ZAU,POINT:NAVAID:JWJ:DME,POINT:NAVAID:JWJ:DME:US:IA:MARSHALLTOWN
JXN,DME,826,JACKSON,JACKSON,MI,US,AGL,42.25923975,-84.45854933,115.45,101Y,OPERATIONAL RESTRICTED,Y,Y,ZOB,ZOB,POINT:NAVAID:JXN:DME,POINT:NAVAID:JXN:DME:US:MI:JACKSON
JYR,NDB,827,YORK,YORK,NE,US,ACE,40.89754722,-97.61701277,257,,OPERATIONAL IFR,Y,Y,ZMP,ZMP,POINT:NAVAID:JYR:NDB,POINT:NAVAID:JYR:NDB:US:NE:YORK
JZ,NDB,828,NEWBN,LAWRENCE,KS,US,ACE,38.91365186,-95.15375097,338,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:JZ:NDB,POINT:NAVAID:JZ:NDB:US:KS:LAWRENCE
JZY,NDB,829,MACOMB,MACOMB,IL,US,AGL,40.51810375,-90.5604398,251,,OPERATIONAL IFR,Y,Y,ZAU,ZAU,POINT:NAVAID:JZY:NDB,POINT:NAVAID:JZY:NDB:US:IL:MACOMB
KOA,VORTAC,830,KONA,KAILUA-KONA,HI,US,AWP,19.71723888,-156.0449203,112.1,58X,OPERATIONAL RESTRICTED,Y,Y,ZHN,ZHN,POINT:NAVAID:KOA:VORTAC,POINT:NAVAID:KOA:VORTAC:US:HI:KAILUA-KONA
KSY,TACAN,831,KELLY,SAN ANTONIO,TX,US,ASW,29.39158611,-98.58105277,112,57X,OPERATIONAL RESTRICTED,Y,Y,ZHU,ZHU,POINT:NAVAID:KSY:TACAN,POINT:NAVAID:KSY:TACAN:US:TX:SAN_ANTONIO
LA,NDB,832,EARLE,LAFAYETTE,IN,US,AGL,40.42644577,-87.05208169,401,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:LA:NDB,POINT:NAVAID:LA:NDB:US:IN:LAFAYETTE
LAA,VOR/DME,833,LAMAR,LAMAR,CO,US,ANM,38.19709202,-102.68753233,116.9,116X,OPERATIONAL IFR,Y,Y,ZDV,ZDV,POINT:NAVAID:LAA:VOR/DME,POINT:NAVAID:LAA:VOR/DME:US:CO:LAMAR
LAH,NDB,834,HANOVER,LEBANON,NH,US,ANE,43.70226388,-72.17746252,276,,OPERATIONAL RESTRICTED,Y,Y,ZBW,ZBW,POINT:NAVAID:LAH:NDB,POINT:NAVAID:LAH:NDB:US:NH:LEBANON
LAL,VORTAC,835,LAKELAND,LAKELAND,FL,US,ASO,27.98619716,-82.01390436,116,107X,OPERATIONAL RESTRICTED,Y,Y,ZMA,ZMA,POINT:NAVAID:LAL:VORTAC,POINT:NAVAID:LAL:VORTAC:US:FL:LAKELAND
LAR,VOR/DME,836,LARAMIE,LARAMIE,WY,US,ANM,41.33782038,-105.72093263,117.6,123X,OPERATIONAL RESTRICTED,Y,Y,ZDV,ZDV,POINT:NAVAID:LAR:VOR/DME,POINT:NAVAID:LAR:VOR/DME:US:WY:LARAMIE
LAS,VORTAC,837,LAS VEGAS,LAS VEGAS,NV,US,AWP,36.07970147,-115.15979791,116.9,116X,OPERATIONAL RESTRICTED,Y,Y,ZLA,ZLA,POINT:NAVAID:LAS:VORTAC,POINT:NAVAID:LAS:VORTAC:US:NV:LAS_VEGAS
LAW,VOR/DME,838,LAWTON,LAWTON,OK,US,ASW,34.49618191,-98.41309444,116.85,115Y,OPERATIONAL RESTRICTED,Y,Y,ZFW,ZFW,POINT:NAVAID:LAW:VOR/DME,POINT:NAVAID:LAW:VOR/DME:US:OK:LAWTON
LAX,VORTAC,839,LOS ANGELES,LOS ANGELES,CA,US,AWP,33.93314911,-118.43201277,113.6,83X,OPERATIONAL RESTRICTED,Y,Y,ZLA,ZLA,POINT:NAVAID:LAX:VORTAC,POINT:NAVAID:LAX:VORTAC:US:CA:LOS_ANGELES
LAX,VOT,840,SAN PEDRO HILL,LOS ANGELES,CA,US,AWP,33.74585083,-118.33618305,113.9,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:LAX:VOT,POINT:NAVAID:LAX:VOT:US:CA:LOS_ANGELES
LB,NDB,841,PANCK,LIBERAL,KS,US,ACE,36.96460711,-100.95626466,383,,OPERATIONAL IFR,Y,Y,ZKC,,POINT:NAVAID:LB:NDB,POINT:NAVAID:LB:NDB:US:KS:LIBERAL
LBB,VORTAC,842,LUBBOCK,LUBBOCK,TX,US,ASW,33.70495069,-101.91401038,109.2,29X,OPERATIONAL RESTRICTED,Y,Y,ZFW,ZFW,POINT:NAVAID:LBB:VORTAC,POINT:NAVAID:LBB:VORTAC:US:TX:LUBBOCK
LBF,VOR/DME,843,NORTH PLATTE,NORTH PLATTE,NE,US,ACE,41.04870452,-100.74709763,117.4,121X,OPERATIONAL IFR,Y,Y,ZDV,ZDV,POINT:NAVAID:LBF:VOR/DME,POINT:NAVAID:LBF:VOR/DME:US:NE:NORTH_PLATTE
LBL,TACAN,844,LIBERAL,LIBERAL,KS,US,ACE,37.04439533,-100.97120405,112.3,70X,OPERATIONAL RESTRICTED,Y,Y,ZKC,ZKC,POINT:NAVAID:LBL:TACAN,POINT:NAVAID:LBL:TACAN:US:KS:LIBERAL
LBV,TACAN,845,LA BELLE,LA BELLE,FL,US,ASO,26.828185,-81.39143833,110.4,41X,OPERATIONAL RESTRICTED,Y,Y,ZMA,ZMA,POINT:NAVAID:LBV:TACAN,POINT:NAVAID:LBV:TACAN:US:FL:LA_BELLE
LBY,VORTAC,846,EATON,HATTIESBURG,MS,US,ASO,31.41868272,-89.337602,110.6,43X,OPERATIONAL RESTRICTED,Y,Y,ZHU,ZHU,POINT:NAVAID:LBY:VORTAC,POINT:NAVAID:LBY:VORTAC:US:MS:HATTIESBURG
LC,NDB,847,PICKL,COLUMBUS,OH,US,AGL,39.88107163,-82.83601391,376,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:LC:NDB,POINT:NAVAID:LC:NDB:US:OH:COLUMBUS
LCH,VORTAC,848,LAKE CHARLES,LAKE CHARLES,LA,US,ASW,30.14151361,-93.10556916,113.4,81X,OPERATIONAL RESTRICTED,Y,Y,ZHU,ZHU,POINT:NAVAID:LCH:VORTAC,POINT:NAVAID:LCH:VORTAC:US:LA:LAKE_CHARLES
LCU,VORTAC,849,LUCIN,LUCIN,UT,US,ANM,41.36295166,-113.84061944,113.6,83X,OPERATIONAL RESTRICTED,Y,Y,ZLC,ZLC,POINT:NAVAID:LCU:VORTAC,POINT:NAVAID:LCU:VORTAC:US:UT:LUCIN
LDK,TACAN,850,CRIMSON,TUSCALOOSA,AL,US,ASO,33.25887352,-87.536887,117.8,125X,OPERATIONAL RESTRICTED,Y,Y,ZTL,ZTL,POINT:NAVAID:LDK:TACAN,POINT:NAVAID:LDK:TACAN:US:AL:TUSCALOOSA
LDN,VORTAC,851,LINDEN,LINDEN,VA,US,AEA,38.85439844,-78.20557108,114.3,90X,OPERATIONAL IFR,Y,Y,ZDC,ZDC,POINT:NAVAID:LDN:VORTAC,POINT:NAVAID:LDN:VORTAC:US:VA:LINDEN
LEB,DME,852,LEBANON,LEBANON,NH,US,ANE,43.6788563,-72.21607369,113.7,84X,OPERATIONAL RESTRICTED,Y,Y,ZBW,ZBW,POINT:NAVAID:LEB:DME,POINT:NAVAID:LEB:DME:US:NH:LEBANON
LEM,VOR,853,LEMMON,LEMMON,SD,US,AGL,45.91976611,-102.10363305,111.4,,OPERATIONAL VFR ONLY,N,Y,ZMP,ZMP,POINT:NAVAID:LEM:VOR,POINT:NAVAID:LEM:VOR:US:SD:LEMMON
LEV,VORTAC,854,LEEVILLE,GRAND ISLE,LA,US,ASW,29.17522944,-90.10401916,113.5,82X,OPERATIONAL IFR,Y,Y,ZHU,ZHU,POINT:NAVAID:LEV:VORTAC,POINT:NAVAID:LEV:VORTAC:US:LA:GRAND_ISLE
LEY,DME,855,GREELEY,GREELEY,CO,US,ANM,40.2263,-104.71958333,116.15,108Y,OPERATIONAL IFR,Y,Y,ZDV,ZDV,POINT:NAVAID:LEY:DME,POINT:NAVAID:LEY:DME:US:CO:GREELEY
LF,NDB,856,LAFFS,LAFAYETTE,LA,US,ASW,30.28929361,-91.90789108,375,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:LF:NDB,POINT:NAVAID:LF:NDB:US:LA:LAFAYETTE
LF,NDB,857,FLUFY,LUFKIN,TX,US,ASW,31.21887772,-94.825161,350,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:LF:NDB,POINT:NAVAID:LF:NDB:US:TX:LUFKIN
LFI,TACAN,858,LANGLEY,HAMPTON,VA,US,AEA,37.0855568,-76.35940794,112.3,70X,OPERATIONAL RESTRICTED,Y,Y,,ZDC,POINT:NAVAID:LFI:TACAN,POINT:NAVAID:LFI:TACAN:US:VA:HAMPTON
LFK,VORTAC,859,LUFKIN,LUFKIN,TX,US,ASW,31.16244188,-94.71683261,112.1,58X,OPERATIONAL RESTRICTED,Y,Y,ZHU,ZHU,POINT:NAVAID:LFK:VORTAC,POINT:NAVAID:LFK:VORTAC:US:TX:LUFKIN
LFT,VORTAC,860,LAFAYETTE,LAFAYETTE,LA,US,ASW,30.19381455,-91.99257133,109.8,35X,OPERATIONAL IFR,Y,Y,ZHU,ZHU,POINT:NAVAID:LFT:VORTAC,POINT:NAVAID:LFT:VORTAC:US:LA:LAFAYETTE
LFV,VOR/DME,861,MARCONI,NORTH TRURO,MA,US,ANE,42.01718772,-70.03723258,114.7,94X,OPERATIONAL RESTRICTED,Y,Y,ZBW,ZBW,POINT:NAVAID:LFV:VOR/DME,POINT:NAVAID:LFV:VOR/DME:US:MA:NORTH_TRURO
LGA,VOR/DME,862,LA GUARDIA,NEW YORK,NY,US,AEA,40.78371475,-73.86859913,113.1,78X,OPERATIONAL RESTRICTED,Y,Y,ZNY,ZNY,POINT:NAVAID:LGA:VOR/DME,POINT:NAVAID:LGA:VOR/DME:US:NY:NEW_YORK
LGC,VORTAC,863,LAGRANGE,LAGRANGE,GA,US,ASO,33.04911877,-85.20622144,115.6,103X,OPERATIONAL RESTRICTED,Y,Y,ZTL,ZTL,POINT:NAVAID:LGC:VORTAC,POINT:NAVAID:LGC:VORTAC:US:GA:LAGRANGE
