nodeKey,NAV_ID,NAV_TYPE,NAV_STATUS,NAME,CITY,STATE_CODE,COUNTRY_CODE,REGION_CODE,LAT_DECIMAL,LONG_DECIMAL,FREQ,OPER_HOURS,NAS_USE_FLAG,PUBLIC_USE_FLAG
NAVAID:PXR:VORTAC,PXR,VORTAC,OPERATIONAL RESTRICTED,PHOENIX,PHOENIX,AZ,US,AWP,33.43301725,-111.97020183,115.6,24,Y,Y
NAVAID:PXV:VORTAC,PXV,VORTAC,OPERATIONAL RESTRICTED,POCKET CITY,EVANSVILLE,IN,US,AGL,37.92831983,-87.76237986,113.3,24,Y,Y
NAVAID:PZD:VOR/DME,PZD,VOR/DME,OPERATIONAL IFR,PECAN,ALBANY,GA,US,ASO,31.65520583,-84.29310047,116.1,24,Y,Y
NAVAID:RAP:VORTAC,RAP,VORTAC,OPERATIONAL RESTRICTED,RAPID CITY,RAPID CITY,SD,US,AGL,43.97603836,-103.01232822,112.3,24,Y,Y
NAVAID:RAV:VORTAC,RAV,VORTAC,OPERATIONAL IFR,RAVINE,RAVINE,PA,US,AEA,40.55339291,-76.59938072,114.6,24,Y,Y
NAVAID:RBS:VOR/DME,RBS,VOR/DME,OPERATIONAL IFR,ROBERTS,ROBERTS,IL,US,AGL,40.58170138,-88.16426777,116.8,24,Y,Y
NAVAID:RBV:VORTAC,RBV,VORTAC,OPERATIONAL IFR,ROBBINSVILLE,ROBBINSVILLE,NJ,US,AEA,40.20240208,-74.49502611,113.8,24,Y,Y
NAVAID:RDU:VORTAC,RDU,VORTAC,OPERATIONAL IFR,RALEIGH/DURHAM,RALEIGH/DURHAM,NC,US,ASO,35.87252113,-78.78334211,117.2,24,Y,Y
NAVAID:RID:DME,RID,DME,OPERATIONAL RESTRICTED,RICHMOND,RICHMOND,IN,US,AGL,39.75500802,-84.83882877,113.65,24,Y,Y
NAVAID:RKA:VOR/DME,RKA,VOR/DME,OPERATIONAL IFR,ROCKDALE,ROCKDALE,NY,US,AEA,42.46633055,-75.23922805,112.6,24,Y,Y
NAVAID:ROC:VOR/DME,ROC,VOR/DME,OPERATIONAL IFR,ROCHESTER,ROCHESTER,NY,US,AEA,43.11795933,-77.67279475,110,24,Y,Y
NAVAID:ROD:VORTAC,ROD,VORTAC,OPERATIONAL RESTRICTED,ROSEWOOD,ROSEWOOD,OH,US,AGL,40.28780083,-84.04309641,117.5,24,Y,Y
NAVAID:RQZ:VORTAC,RQZ,VORTAC,OPERATIONAL RESTRICTED,ROCKET,HUNTSVILLE,AL,US,ASO,34.79723908,-86.63384655,112.2,24,Y,Y
NAVAID:RRS:VORTAC,RRS,VORTAC,OPERATIONAL RESTRICTED,WIREGRASS,DOTHAN,AL,US,ASO,31.28458733,-85.43120969,111.6,24,Y,Y
NAVAID:RSK:VORTAC,RSK,VORTAC,OPERATIONAL RESTRICTED,RATTLESNAKE,FARMINGTON,NM,US,ASW,36.74839255,-108.09889877,115.3,24,Y,Y
NAVAID:RST:VOR/DME,RST,VOR/DME,OPERATIONAL IFR,ROCHESTER,ROCHESTER,MN,US,AGL,43.7829028,-92.59696,112,24,Y,Y
NAVAID:RSW:VORTAC,RSW,VORTAC,OPERATIONAL RESTRICTED,LEE COUNTY,FORT MYERS,FL,US,ASO,26.52988669,-81.7757685,114.15,24,Y,Y
NAVAID:RWF:VOR/DME,RWF,VOR/DME,OPERATIONAL RESTRICTED,REDWOOD FALLS,REDWOOD FALLS,MN,US,AGL,44.46727372,-95.12822988,113.3,24,Y,Y
NAVAID:RZC:VORTAC,RZC,VORTAC,OPERATIONAL RESTRICTED,RAZORBACK,FAYETTEVILLE,AR,US,ASW,36.24642652,-94.12139058,116.4,24,Y,Y
NAVAID:RZS:VORTAC,RZS,VORTAC,OPERATIONAL RESTRICTED,SAN MARCUS,SANTA BARBARA,CA,US,AWP,34.50953197,-119.77098813,114.9,24,Y,Y
NAVAID:SAC:VORTAC,SAC,VORTAC,OPERATIONAL RESTRICTED,SACRAMENTO,SACRAMENTO,CA,US,AWP,38.4437393,-121.55165286,115.2,24,Y,Y
NAVAID:SAT:VORTAC,SAT,VORTAC,OPERATIONAL RESTRICTED,SAN ANTONIO,SAN ANTONIO,TX,US,ASW,29.64403,-98.4613158,116.8,24,Y,Y
NAVAID:SAU:VOR/DME,SAU,VOR/DME,OPERATIONAL RESTRICTED,SAUSALITO,SAUSALITO,CA,US,AWP,37.85533416,-122.52275222,116.2,24,Y,Y
NAVAID:SAV:VORTAC,SAV,VORTAC,OPERATIONAL RESTRICTED,SAVANNAH,SAVANNAH,GA,US,ASO,32.1462675,-81.19910555,115.95,24,Y,Y
NAVAID:SAX:VORTAC,SAX,VORTAC,OPERATIONAL RESTRICTED,SPARTA,SPARTA,NJ,US,AEA,41.06754127,-74.53830816,115.7,24,Y,Y
NAVAID:SBI:VOR/DME,SBI,VOR/DME,OPERATIONAL IFR,SABINE PASS,SABINE PASS,TX,US,ASW,29.68671972,-94.03797861,115.4,24,Y,Y
NAVAID:SBJ:VOR/DME,SBJ,VOR/DME,OPERATIONAL RESTRICTED,SOLBERG,SOLBERG,NJ,US,AEA,40.58304425,-74.74179144,112.9,24,N,Y
NAVAID:SBV:VORTAC,SBV,VORTAC,OPERATIONAL IFR,SOUTH BOSTON,SOUTH BOSTON,VA,US,AEA,36.67503858,-79.01449916,110.4,24,Y,Y
NAVAID:SEA:VORTAC,SEA,VORTAC,OPERATIONAL RESTRICTED,SEATTLE,SEATTLE,WA,US,ANM,47.43537316,-122.30961611,116.8,24,Y,Y
NAVAID:SEG:VOR/DME,SEG,VOR/DME,OPERATIONAL RESTRICTED,SELINSGROVE,SELINSGROVE,PA,US,AEA,40.79085919,-76.88404152,110.4,24,Y,Y
NAVAID:SEY:VOR/DME,SEY,VOR/DME,OPERATIONAL RESTRICTED,SANDY POINT,BLOCK ISLAND,RI,US,ANE,41.16743611,-71.57608611,117.8,24,Y,Y
NAVAID:SFO:VOR/DME,SFO,VOR/DME,OPERATIONAL RESTRICTED,SAN FRANCISCO,SAN FRANCISCO,CA,US,AWP,37.61948513,-122.37389347,115.8,24,Y,Y
NAVAID:SGD:VORTAC,SGD,VORTAC,OPERATIONAL RESTRICTED,SCAGGS ISLAND,NAPA,CA,US,AWP,38.17936216,-122.37315261,112.1,24,Y,Y
NAVAID:SGF:VORTAC,SGF,VORTAC,OPERATIONAL RESTRICTED,SPRINGFIELD,SPRINGFIELD,MO,US,ACE,37.35594713,-93.33404452,116.9,24,Y,Y
NAVAID:SIE:VORTAC,SIE,VORTAC,OPERATIONAL RESTRICTED,SEA ISLE,SEA ISLE,NJ,US,AEA,39.095509,-74.80034394,114.8,24,Y,Y
NAVAID:SJC:VOR/DME,SJC,VOR/DME,OPERATIONAL RESTRICTED,SAN JOSE,SAN JOSE,CA,US,AWP,37.37471216,-121.94466858,114.1,24,Y,Y
NAVAID:SJI:VORTAC,SJI,VORTAC,OPERATIONAL RESTRICTED,SEMMES,MOBILE,AL,US,ASO,30.72597991,-88.359294,115.3,24,Y,Y
NAVAID:SJN:VORTAC,SJN,VORTAC,OPERATIONAL RESTRICTED,ST JOHNS,ST JOHNS,AZ,US,AWP,34.42404166,-109.14353055,112.3,24,Y,Y
NAVAID:SJT:VORTAC,SJT,VORTAC,OPERATIONAL RESTRICTED,SAN ANGELO,SAN ANGELO,TX,US,ASW,31.37495561,-100.45487027,115.1,24,Y,Y
NAVAID:SLI:VORTAC,SLI,VORTAC,OPERATIONAL RESTRICTED,SEAL BEACH,LOS ALAMITOS,CA,US,AWP,33.78330108,-118.05475844,115.7,24,Y,Y
NAVAID:SLN:VORTAC,SLN,VORTAC,OPERATIONAL RESTRICTED,SALINA,SALINA,KS,US,ACE,38.92513808,-97.62133225,117.1,24,Y,Y
NAVAID:SLT:VORTAC,SLT,VORTAC,OPERATIONAL IFR,SLATE RUN,SLATE RUN,PA,US,AEA,41.51275944,-77.97010972,113.9,24,Y,Y
NAVAID:SMO:VOR/DME,SMO,VOR/DME,OPERATIONAL RESTRICTED,SANTA MONICA,SANTA MONICA,CA,US,AWP,34.01024491,-118.4567155,110.8,24,Y,Y
NAVAID:SNS:VORTAC,SNS,VORTAC,OPERATIONAL RESTRICTED,SALINAS,SALINAS,CA,US,AWP,36.66383744,-121.60318413,117.3,24,Y,Y
NAVAID:SNY:VOR/DME,SNY,VOR/DME,OPERATIONAL RESTRICTED,SIDNEY,SIDNEY,NE,US,ACE,41.09668241,-102.98299272,115.9,24,Y,Y
NAVAID:SPA:VORTAC,SPA,VORTAC,OPERATIONAL RESTRICTED,SPARTANBURG,SPARTANBURG,SC,US,ASO,35.03362588,-81.92701,115.7,24,Y,Y
NAVAID:SPI:VORTAC,SPI,VORTAC,OPERATIONAL RESTRICTED,SPINNER,SPRINGFIELD,IL,US,AGL,39.83973316,-89.67773577,112.7,24,Y,Y
NAVAID:SPS:VORTAC,SPS,VORTAC,OPERATIONAL IFR,WICHITA FALLS,WICHITA FALLS,TX,US,ASW,33.98728736,-98.59347188,112.7,24,Y,Y
NAVAID:SQS:VORTAC,SQS,VORTAC,OPERATIONAL RESTRICTED,SIDON,SIDON,MS,US,ASO,33.46384936,-90.27735055,114.7,24,Y,Y
NAVAID:SSO:VORTAC,SSO,VORTAC,OPERATIONAL RESTRICTED,SAN SIMON,SAN SIMON,AZ,US,AWP,32.269245,-109.2630875,115.4,24,Y,Y
NAVAID:STL:VORTAC,STL,VORTAC,OPERATIONAL RESTRICTED,ST LOUIS,ST LOUIS,MO,US,ACE,38.8607233,-90.48234888,117.4,24,Y,Y
NAVAID:STW:VOR/DME,STW,VOR/DME,OPERATIONAL IFR,STILLWATER,STILLWATER,NJ,US,AEA,40.99581972,-74.86903027,109.6,24,Y,Y
NAVAID:SUG:VORTAC,SUG,VORTAC,OPERATIONAL IFR,SUGARLOAF MOUNTAIN,ASHEVILLE,NC,US,ASO,35.40650638,-82.26861416,112.2,24,Y,Y
NAVAID:SVM:VORTAC,SVM,VORTAC,OPERATIONAL RESTRICTED,SALEM,SALEM,MI,US,AGL,42.40864041,-83.59390152,114.3,24,Y,Y
NAVAID:SXC:VORTAC,SXC,VORTAC,OPERATIONAL RESTRICTED,SANTA CATALINA,SANTA CATALINA,CA,US,AWP,33.37505583,-118.41990972,114.15,24,Y,Y
NAVAID:SYR:VORTAC,SYR,VORTAC,OPERATIONAL RESTRICTED,SYRACUSE,SYRACUSE,NY,US,AEA,43.160519,-76.2045585,117,24,Y,Y
NAVAID:SZW:VORTAC,SZW,VORTAC,OPERATIONAL RESTRICTED,SEMINOLE,TALLAHASSEE,FL,US,ASO,30.55622719,-84.37394211,117.5,24,Y,Y
NAVAID:TBC:VORTAC,TBC,VORTAC,OPERATIONAL RESTRICTED,TUBA CITY,TUBA CITY,AZ,US,AWP,36.12131194,-111.26958777,113.5,24,Y,Y
NAVAID:TBD:VOR/DME,TBD,VOR/DME,OPERATIONAL RESTRICTED,TIBBY,THIBODAUX,LA,US,ASW,29.66432222,-90.82909305,117.15,24,Y,Y
NAVAID:TCC:VORTAC,TCC,VORTAC,OPERATIONAL RESTRICTED,TUCUMCARI,TUCUMCARI,NM,US,ASW,35.18220591,-103.59858083,113.6,24,Y,Y
NAVAID:TCH:VORTAC,TCH,VORTAC,OPERATIONAL RESTRICTED,WASATCH,SALT LAKE CITY,UT,US,ANM,40.85025913,-111.98190558,116.8,24,Y,Y
NAVAID:TFD:VORTAC,TFD,VORTAC,OPERATIONAL RESTRICTED,STANFIELD,CASA GRANDE,AZ,US,AWP,32.88585436,-111.90873452,114.8,24,Y,Y
NAVAID:TNP:VORTAC,TNP,VORTAC,OPERATIONAL RESTRICTED,TWENTYNINE PALMS,TWENTYNINE PALMS,CA,US,AWP,34.11223452,-115.769905,114.2,24,Y,Y
NAVAID:TNV:VOR/DME,TNV,VOR/DME,OPERATIONAL RESTRICTED,NAVASOTA,NAVASOTA,TX,US,ASW,30.2885265,-96.05823986,115.9,24,Y,Y
NAVAID:TOY:VORTAC,TOY,VORTAC,OPERATIONAL IFR,TROY,TROY,IL,US,AGL,38.73914961,-89.91859258,116,24,Y,Y
NAVAID:TRM:VORTAC,TRM,VORTAC,OPERATIONAL RESTRICTED,THERMAL,PALM SPRINGS,CA,US,AWP,33.62809658,-116.16019355,116.2,24,Y,Y
NAVAID:TTE:VOR/DME,TTE,VOR/DME,OPERATIONAL IFR,TULE,PORTERVILLE,CA,US,AWP,35.91305116,-119.02080955,116.25,24,Y,Y
NAVAID:TTH:VORTAC,TTH,VORTAC,OPERATIONAL IFR,TERRE HAUTE,TERRE HAUTE,IN,US,AGL,39.48894175,-87.249013,115.3,24,Y,Y
NAVAID:TUL:VORTAC,TUL,VORTAC,OPERATIONAL IFR,TULSA,TULSA,OK,US,ASW,36.19625341,-95.78809038,114.4,24,Y,Y
NAVAID:TUS:VORTAC,TUS,VORTAC,OPERATIONAL RESTRICTED,TUCSON,TUCSON,AZ,US,AWP,32.09520266,-110.91485502,116,24,Y,Y
NAVAID:TXK:VORTAC,TXK,VORTAC,OPERATIONAL IFR,TEXARKANA,TEXARKANA,AR,US,ASW,33.513882,-94.0732375,116.3,24,Y,Y
NAVAID:TXO:VORTAC,TXO,VORTAC,OPERATIONAL RESTRICTED,TEXICO,TEXICO,TX,US,ASW,34.49512669,-102.83966327,112.2,24,Y,Y
NAVAID:TYI:VORTAC,TYI,VORTAC,OPERATIONAL RESTRICTED,TAR RIVER,ROCKY MOUNT,NC,US,ASO,35.97672361,-77.70373166,117.8,24,Y,Y
NAVAID:UJM:VOR/DME,UJM,VOR/DME,OPERATIONAL IFR,MARVELL,HELENA/WEST HELENA,AR,US,ASW,34.57504661,-90.67440141,113.65,24,Y,Y
NAVAID:VCN:VOR/DME,VCN,VOR/DME,OPERATIONAL IFR,CEDAR LAKE,MILLVILLE,NJ,US,AEA,39.53767111,-74.96714388,115.2,24,Y,Y
NAVAID:VHP:VORTAC,VHP,VORTAC,OPERATIONAL RESTRICTED,BRICKYARD,INDIANAPOLIS,IN,US,AGL,39.81472905,-86.36749977,116.3,24,Y,Y
NAVAID:VIH:VOR/DME,VIH,VOR/DME,OPERATIONAL IFR,VICHY,ROLLA/VICHY,MO,US,ACE,38.15407194,-91.70677194,117.7,24,Y,Y
NAVAID:VIO:VOR/DME,VIO,VOR/DME,OPERATIONAL RESTRICTED,VICTORY,GRAND RAPIDS,MI,US,AGL,42.78671727,-85.49707277,115.95,24,Y,Y
NAVAID:VNY:VOR/DME,VNY,VOR/DME,OPERATIONAL RESTRICTED,VAN NUYS,VAN NUYS,CA,US,AWP,34.2234585,-118.49167438,113.1,24,Y,Y
NAVAID:VTU:VOR/DME,VTU,VOR/DME,OPERATIONAL RESTRICTED,VENTURA,OXNARD,CA,US,AWP,34.11506461,-119.04949866,116.55,24,Y,Y
NAVAID:VUZ:VORTAC,VUZ,VORTAC,OPERATIONAL RESTRICTED,VULCAN,BIRMINGHAM,AL,US,ASO,33.67013233,-86.89983716,114.4,24,Y,Y
NAVAID:VXV:VORTAC,VXV,VORTAC,OPERATIONAL IFR,VOLUNTEER,KNOXVILLE,TN,US,ASO,35.90483869,-83.89472038,116.4,24,Y,Y
NAVAID:YKM:VORTAC,YKM,VORTAC,OPERATIONAL RESTRICTED,YAKIMA,YAKIMA,WA,US,ANM,46.57024361,-120.44463677,116,24,Y,Y
NAVAID:YXU:VOR/DME,YXU,VOR/DME,OPERATIONAL IFR,LONDON,LONDON,,CA,,43.03791055,-81.14892961,117.2,24,Y,Y
NAVAID:ZFP:VOR/DME,ZFP,VOR/DME,OPERATIONAL IFR,FREEPORT,FREEPORT,,BS,,26.55534722,-78.69784722,113.2,24,Y,Y
NAVAID:ZQA:VOR/DME,ZQA,VOR/DME,OPERATIONAL IFR,NASSAU,NASSAU,,BS,,25.0255,-77.44641666,112.7,24,Y,Y
NAVAID:ZUN:VORTAC,ZUN,VORTAC,OPERATIONAL RESTRICTED,ZUNI,ZUNI PUEBLO,NM,US,ASW,34.96575333,-109.15450944,113.4,24,Y,Y
